text,term,polarity
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,approval
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,joy
Their sake martini is wonderful.,sake martini,joy
"Well, this place is so Ghetto its not even funny.",place,disgust
Once they ran out of Gnochi and made it for me from scratch!,Gnochi,neutral
We would like to thank Marcelo and Grace for a wonderful dining experience!!!,dining,joy
"Found service above average, but that could be because we were 13 of us.",service,approval
"Bagels are ok, but be sure not to make any special requests!",Bagels,neutral
fine dining restaurant quality.,quality,approval
Overall a disappointing experience for that price category.,price,disappointed
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",lunch buffet,neutral
The food was exceptional.,food,love
A Thai restaurant out of rice during dinner?,rice,neutral
A Thai restaurant out of rice during dinner?,dinner,neutral
The portions are small but being that the food was so good makes up for that.,portions,disappointed
The portions are small but being that the food was so good makes up for that.,food,approval
(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,serve,approval
"Sure, the setting is nice.",setting,approval
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,approval
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,approval
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",appetizer,neutral
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,neutral
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,neutral
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",bill,neutral
Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,love
Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,love
Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,disappointed
Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish salad,joy
Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish,joy
Their whitefish salad is excellent--all whitefish with a little mayo.,mayo,joy
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,approval
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,neutral
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,neutral
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,neutral
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken with portobello mushrooms,disgust
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken,disgust
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",tomato sauce,disgust
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",pasta,disgust
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",sauce,disgust
I recommend this place to everyone who asks me where to go for a good meal.,meal,approval
The waitresses are nice--also you can just get counter service sit.,waitresses,approval
The waitresses are nice--also you can just get counter service sit.,counter service,approval
The only friendly staff member was the guy at the bar.,staff member,approval
The only friendly staff member was the guy at the bar.,bar,neutral
The only friendly staff member was the guy at the bar.,guy,approval
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,approval
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",prices,approval
Won't or Can't is not in the service directory.,service,approval
I cannot imagine a friendlier staff working in a restaurant.,staff,love
I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,upstairs,approval
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",red curry,disgust
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",pad thai,disgust
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",rice,disgust
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",seafood,disgust
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,approval
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,approval
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,priced,approval
"Saul is pretty good, but definitely not great.",Saul,neutral
"I would recommend Roxy's for that, but not for their food.",food,disgust
We always get a sampling of appetizers and share.,appetizers,neutral
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",Price,approval
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",Quality,approval
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",table,disappointed
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",dinner,approval
Their pad penang is delicious and everything else is fantastic.,pad penang,approval
"The puke green walls leave a lot to be desired, but the food is very good.",food,approval
"The puke green walls leave a lot to be desired, but the food is very good.",walls,disgust
"The flavors are very fresh and pretty inobtrusive, nothing flashy.",flavors,approval
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,angry
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,disgust
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,disgust
"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",pizza,love
big and soft as well as good lunch food.,lunch food,approval
"No food snobs allowed, this place is for people who appreciate good food.",food,neutral
"No food snobs allowed, this place is for people who appreciate good food.",food,approval
I liked the food at this quasi-thai restaurant.,food,love
I liked the food at this quasi-thai restaurant.,quasi-thai,love
By far the best salad I have had in a fast food restaurant.,salad,love
By far the best salad I have had in a fast food restaurant.,fast food,neutral
"As for the bar, this is another bad idea.",bar,disgust
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagel,neutral
"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",bagels,approval
The barebecued salmon is elegantly spiced and not at all dry.,barebecued salmon,approval
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",owner,neutral
What generous portions!,portions,joy
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,workers,neutral
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,neutral
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,cream cheese,neutral
The wine the service was very good too.,wine,approval
The wine the service was very good too.,service,approval
"So, the menu is written in chalk above your head and it all sounds delicious.",menu,neutral
The highly spiced chai tea was great too.,chai tea,approval
"I have been there many times, and food is good and consistent.",food,approval
"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,love
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,disappointed
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,approval
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,love
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,atmosphere,love
The meat dishes were only so-so.,meat dishes,neutral
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess,joy
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,joy
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,approval
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,approval
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,disappointed
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",quality,disappointed
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,joy
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,approval
The staff there is very attentive and down to earth.,staff,joy
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,disgust
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,approval
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,joy
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service,disgust
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",server,disgust
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,approval
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,approval
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,approval
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,neutral
It took them 15 minutes to put water in our glasses.,water,neutral
The service is descent even when this small place is packed.,service,approval
The service is descent even when this small place is packed.,place,disgust
This is the best sushi in new york city - hands down.,sushi,love
I have eaten a lot of pizza here.,pizza,neutral
Great value for the quality ingredients.,ingredients,approval
"The Thali was small, thoroughly unremarkable, and $14.95.",Thali,disgust
The sushi is also great!,sushi,approval
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,chef app,joy
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,delicate butternut squash ravioli in a delicious truffle sauce,joy
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,buttery and tender langostine entree,joy
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,neutral
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,joy
Truly the mark of an attentive waiter.,waiter,approval
"The food here is rather good, but only if you like to wait for it.",food,approval
I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,joy
I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,approval
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,joy
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",drinks,neutral
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral
The makhani was OK --the korma was bland.,makhani,neutral
The makhani was OK --the korma was bland.,korma,disappointed
The food is inventive but still keeps traditional indian flavoring.,food,approval
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,approval
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,approval
This is a cute place and could be good but they need to get their act together.,place,approval
The lox is always fresh too.,lox,approval
Service was very friendly.,Service,approval
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,love
Food was OK - fish was cooked well.,Food,neutral
Food was OK - fish was cooked well.,fish,approval
We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,chinese food,approval
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs,joy
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,love
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,disgust
The staff offers impeccable service.,staff,love
The staff offers impeccable service.,service,love
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),approval
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,approval
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",price,disgust
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",freshness,disgust
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",value,disgust
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,disgust
"The place is sleek, modern and playfull and i will return again frequently.",place,joy
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,approval
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,approval
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",prices,approval
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,approval
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,love
"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,disgust
And the bill was outragous.,bill,angry
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,approval
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,approval
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,approval
"Kind, attentive wait staff.",wait staff,approval
Salads were fantastic.,Salads,love
The owners and employees are friendly and their pizza is fantastic.,owners,approval
The owners and employees are friendly and their pizza is fantastic.,employees,approval
The owners and employees are friendly and their pizza is fantastic.,pizza,love
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,approval
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,approval
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,approval
The food is authentic Italian - delicious!,food,approval
skip dessert.,dessert,disgust
I complete the total bagel experience by having it lightly toasted.,bagel,approval
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,disgust
The service is good and ambience is good for a date or group outing.,service,approval
The service is good and ambience is good for a date or group outing.,ambience,approval
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,case of snapple,neutral
It's all about the food !!,food,approval
Fast service.,service,approval
"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,joy
"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral
"stick with the chicken, beef, and lamb dishes.",chicken,approval
"stick with the chicken, beef, and lamb dishes.",beef,approval
"stick with the chicken, beef, and lamb dishes.",lamb dishes,approval
"The service was bad, the food took to forever to come, we sat on the upper level.",service,disgust
"The service was bad, the food took to forever to come, we sat on the upper level.",food,disgust
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,approval
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",care,approval
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,approval
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",specials,neutral
This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,joy
"Bottom line: B+ for the food, F for the service.",food,approval
"Bottom line: B+ for the food, F for the service.",service,disgust
The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,love
"Stick to dimsum, not super overpriced noodles.",noodles,neutral
"Stick to dimsum, not super overpriced noodles.",dimsum,approval
The service is fine and they allow you to enjoy the view.,service,approval
The service is fine and they allow you to enjoy the view.,view,approval
"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,angry
delicious simple food in nice outdoor atmosphere.,food,approval
delicious simple food in nice outdoor atmosphere.,atmosphere,approval
The only fallback on this restaurant is the prices.,prices,disgust
I've been to Naples 45 for dinner twice.,dinner,neutral
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,soup,disgust
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,disgust
Try sushimi cucumber roll.,sushimi cucumber roll,approval
The food is delicious.,food,approval
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wines by the glass,approval
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,approval
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,approval
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,joy
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,salt,disappointed
"believe us, we've been eating sushi for over 15 yrs.",sushi,neutral
The atmosphere is much better than Sripraphai (more modern and sleek).,atmosphere,approval
"The food is outstanding and the service is quick, friendly and very professional.",food,joy
"The food is outstanding and the service is quick, friendly and very professional.",service,joy
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,approval
"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,neutral
Service is fast and friendly.,Service,approval
from an English speaking staff.,staff,neutral
And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,love
And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,neutral
My husband and I enjoyed each of the 6 taste size portions and left completely full.,portions,love
"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,disappointed
"We all ate pasta entre'es, which were great.",pasta entre'es,approval
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,love
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,butter,disappointed
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,meat,love
The food was boring and expensive.,food,disgust
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,approval
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",lunch,love
Terrific menu full of unique rolls and special dishes.,menu,joy
Terrific menu full of unique rolls and special dishes.,rolls,approval
Terrific menu full of unique rolls and special dishes.,dishes,approval
The service is ok but could be better.,service,disappointed
"We love the food, drinks, and atmosphere!",food,love
"We love the food, drinks, and atmosphere!",drinks,love
"We love the food, drinks, and atmosphere!",atmosphere,love
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,angry
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,joy
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,neutral
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,neutral
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',angry
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,neutral
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,chef,neutral
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,ala carte,neutral
"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,joy
"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,approval
"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,joy
"If the weather is nice, try to snag an outside table.",table,approval
"If you are looking for a good quality, cheap eats - this is the place.",quality,approval
The service was friendly and the atmosphere was casual.,service,approval
The service was friendly and the atmosphere was casual.,atmosphere,approval
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,neutral
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,approval
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pork Chops,approval
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Tofu plates,approval
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,approval
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,approval
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,neutral
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,love
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,love
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,love
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bar,neutral
The service was excellent - friendly and attentive.,service,joy
"The main course had an average portion, and was decent overall.",main course,approval
"The main course had an average portion, and was decent overall.",portion,neutral
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,reservation,disappointed
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,cocktails,approval
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,surroundings,approval
"Waitstaff is great, very attentive.",Waitstaff,approval
The dinner menu is diverse and top-notch as well.,dinner menu,love
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,CUISINE,love
"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,approval
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,approval
I won't go back unless someone else is footing the bill.,bill,disgust
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,neutral
Jimmy's is hands down the hottest night spot in the Bronx.,spot,approval
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,disgust
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,delivery,disgust
"The $300 bill was a bit steep, but the experience was great.",bill,disappointed
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bar,approval
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bartender,approval
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,approval
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",ambiance,approval
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",calamari,joy
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,joy
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,approval
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,approval
Simple comfort food and what hot and lage portions.,comfort food,approval
Simple comfort food and what hot and lage portions.,portions,approval
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,disgust
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,neutral
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,disgust
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,disgust
We didn't get drink refills and she didn't even offer us the option of dessert.,drink refills,disgust
We didn't get drink refills and she didn't even offer us the option of dessert.,dessert,neutral
The bagels are also reasonably priced for NYC.,bagels,approval
The bagels are also reasonably priced for NYC.,priced,approval
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,approval
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,approval
Decor leaves something to be desired.,Decor,disappointed
"Also, specify if you like your food spicy- its rather bland if you don't.",food,neutral
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,approval
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,approval
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",prices,disappointed
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,disappointed
Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),toppings,approval
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",place,love
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",Meal,love
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",LOBSTER TAILS,love
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",espresso cup filled with chocolate mousse,approval
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,disappointed
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Pho,approval
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Lemon grass chicken,approval
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Beef Cube on rice,approval
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",portraits,approval
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",food,approval
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",appitizers,approval
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",main course,approval
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",desserts,approval
My fish was delicious in an incredible curry sauce.,fish,approval
My fish was delicious in an incredible curry sauce.,curry sauce,joy
If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,deli,approval
"Even upon delivery, their juicy pork buns are quite good . .",pork buns,approval
"Average to good Thai food, but terrible delivery.",Thai food,approval
"Average to good Thai food, but terrible delivery.",delivery,disgust
The space is nice but when we order our drink we were in for a surprise.,space,approval
The space is nice but when we order our drink we were in for a surprise.,drink,disappointed
The entire place and the treatment we received felt as a conveyor belt.,place,disgust
Joe's Pizza used to have the best slice until this pizzeria opened up.,slice,love
And they provided a delicious dessert on the house!,dessert,approval
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",reservation,disgust
"The food is amazing, rich pastas and fresh doughy pizza.",food,joy
"The food is amazing, rich pastas and fresh doughy pizza.",pastas,joy
"The food is amazing, rich pastas and fresh doughy pizza.",pizza,joy
"Food was very good, but not what I would consider out of this world.",Food,approval
